N,P,K,temperature,humidity,ph,rainfall,label
12.4998209,17.9939817,2.9016378,2.886661409978592,12.215662297456596,1.6799519714650506,-32.16678522089572,blackgram
-25.4404318,14.80518,102.795492,16.914184098786393,113.52033575728582,-0.1334637141179073,-131.07177787946506,orange
31.8709608,31.0322636,13.5824714,3.368806903737352,-2.2748135424371583,1.7193905230380615,-10.397763254148742,blackgram
33.0767332,35.9274896,126.474314,16.352115425719678,58.94780869356631,0.383846337087522,-59.90631904182945,mango
-31.204432,71.3896996,208.33958,31.123435347123813,138.69409179199764,-2.0766003527582058,-47.04313394377208,orange
36.2627328,32.8794404,160.03724,16.20190608735965,108.03349589746864,-0.6579375481390661,-92.30724693118708,orange
-37.0592516,84.2297002,341.12178,41.48913916639928,233.8139376578236,-6.972911191719136,-78.06328452767087,orange
74.514566,-22.1982858,-4.8847092,1.4150978612062248,44.78234509183136,3.1905563077652626,-130.48338737934063,maize
95.78884,-65.23725800000001,-46.16961,-21.67859774118548,78.22335760949618,0.2029622678165092,-278.9564621189138,maize
176.6352,92.588487,-11.050482,-11.525451676206783,-75.47234847393199,-0.0285283075748865,91.67158959493788,banana
274.033704,116.864662,49.748772,-23.34426711095667,-47.681040818004014,-0.1679875580395697,-1.4962547100770998,banana
246.866536,-143.890224,46.384304,-21.016675277722182,194.8721448700988,-0.138854909845882,-462.7968868958728,orange
162.97785,-56.6795788,-37.164814,-5.988259185729303,74.14182288604005,3.706389837524287,-224.3128669008769,maize
134.4508998,66.897332,-13.651789999999998,-5.13658503756621,-37.026253769033616,1.9641005881450704,26.160256834404723,banana
41.7984238,-18.054427200000003,-12.748064,-5.764067865085957,42.33252072852415,1.4073009927829911,-128.9402853750098,maize
219.64684,102.991145,-37.646586,-17.415778421063372,-80.0256214679967,0.6099615996868315,86.80784426300767,banana
-23.1657314,105.41787,374.81806,40.27961662893496,245.2961826080981,-6.557363432261968,-101.13172382275717,orange
-24.0872716,55.786932,181.605654,28.090213802300624,119.78985138637626,-0.9487974447204808,-48.15915417354786,orange
144.02915800000002,77.878106,0.1921492000000002,-6.590907684226727,-51.60202336864116,0.9497228052474748,59.46463188521216,banana
